Well,API #,Stage,Crew,Start Date,Start Time,End Date,End Time,When  (Except Pumping),Party,Reason,Comments,TimeInMin,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/6/20,14:55,8/6/20,15:20,Between Stages,Operating,Well Swap,,25,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/6/20,15:20,8/6/20,15:30,Between Stages,Operating,Prime and Test,,10,
Sola Vaca Norte A 5EF,42-507-33355,19,L8,8/6/20,15:30,8/6/20,16:50,,Operating,Pumping,Good stage all propp placed,80,
Sola Vaca Norte A 6EF,42-507-33356,,L8,8/6/20,16:50,8/6/20,17:20,Between Stages,Operating,Well Swap,,30,
Sola Vaca Norte A 6EF,42-507-33356,,L8,8/6/20,17:20,8/6/20,17:30,Between Stages,Operating,Prime and Test,,10,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/6/20,17:30,8/6/20,17:50,Between Stages,NPT_Operations,Iron,"Shift chage, Fixing leak",20,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/6/20,17:50,8/6/20,18:01,Between Stages,Operating,Prime and Test,,11,
Sola Vaca Norte A 6EF,42-507-33356,19,L9,8/6/20,18:01,8/6/20,18:19,,Operating,Pumping,"Third party did not completely open the well at beginnin of stage.  Pin hole on BL5 during acid drop, displaced acid and shut down for blender swap.",18,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/6/20,18:19,8/6/20,18:40,During Stage,NPT_Mechanics,Blender,"Swithcing over to standby blender, Coolant sealant hose on BL9 was loose.",21,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/6/20,18:40,8/6/20,18:57,During Stage,NPT_Operations,Iron,replacing chic off electronic pop-off,17,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/6/20,18:57,8/6/20,19:05,During Stage,NPT_Operations,Prime and Test,,8,
Sola Vaca Norte A 6EF,42-507-33356,19,L9,8/6/20,19:05,8/6/20,20:08,,Operating,Pumping,"Resumed pumping, FP41 needs spot check. All prop placed",63,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/6/20,20:08,8/6/20,20:18,Between Stages,Operating,Well Swap,,10,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/6/20,20:18,8/6/20,20:25,Between Stages,Operating,Equalizing,,7,
Sola Vaca Norte A 4EF,42-507-33310,20,L9,8/6/20,20:25,8/6/20,21:37,,Operating,Pumping,"All prop placed, good stage",72,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/6/20,21:37,8/6/20,22:20,Between Stages,Operating,Wireline,Wireline finishing perf run/ well swap,43,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/6/20,22:20,8/6/20,22:30,Between Stages,NPT_Mechanics,Blender,Welder working on blender,10,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/6/20,22:30,8/6/20,22:40,Between Stages,NPT_Operations,Pump Maintenance,Finishing pump maint.,10,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/6/20,22:40,8/6/20,22:46,Between Stages,NPT_Mechanics,Blender,Welder finishing up second pin hole on blender,6,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/6/20,22:46,8/6/20,22:56,Between Stages,Operating,Prime and Test,,10,
Sola Vaca Norte A 5EF,42-507-33355,20,L9,8/6/20,22:56,8/7/20,0:07,,Operating,Pumping,"All prop placed, good stage",71,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/7/20,0:07,8/7/20,0:18,Between Stages,Operating,Well Swap,,11,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/7/20,0:18,8/7/20,0:23,Between Stages,Operating,Equalizing,,5,
Sola Vaca Norte A 6EF,42-507-33356,20,L9,8/7/20,0:23,8/7/20,1:33,,Operating,Pumping,"All prop placed, good stage",70,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/7/20,1:33,8/7/20,2:47,Between Stages,Operating,Re-Head/Grease-Scheduled,Restarted DV PC's/ backside equipment,74,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/7/20,2:47,8/7/20,2:54,Between Stages,Operating,Prime up,prime/equalized,7,
Sola Vaca Norte A 4EF,42-507-33310,21,L9,8/7/20,2:54,8/7/20,4:04,,Operating,Pumping,"FP75 wedding band came loose, FP89 packing hole 1. All prop placed, good stage",70,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/7/20,4:04,8/7/20,4:36,Between Stages,Operating,Wireline,Wireline finishing perf run/ well swap,32,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/7/20,4:36,8/7/20,4:53,Between Stages,NPT_Operations,Pump Maintenance,"Fixed wedding ban on FP75, packing on FP89, dring FP41 ",17,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/7/20,4:53,8/7/20,5:00,Between Stages,Operating,Prime up,Prime/equalized,7,
Sola Vaca Norte A 5EF,42-507-33355,21,L9,8/7/20,5:00,8/7/20,5:30,,Operating,Pumping,FP75 wedding band came loose,30,
Sola Vaca Norte A 5EF,42-507-33355,21,L8,8/7/20,5:30,8/7/20,6:07,,Operating,Pumping,"Shift change/Communication with van was being lost, as per IPT proceed to flush. Stage completed. ",37,
Sola Vaca Norte A 6EF,42-507-33356,,L8,8/7/20,6:07,8/7/20,6:37,Between Stages,Operating,Well Swap,,30,
Sola Vaca Norte A 6EF,42-507-33356,,L8,8/7/20,6:37,8/7/20,6:48,Between Stages,NPT_Wireline,Well Swap,Wireline finishing perf run/ well swap,11,
Sola Vaca Norte A 6EF,42-507-33356,21,L8,8/7/20,6:48,8/7/20,8:00,,Operating,Pumping,Good stage all propp placed,72,
Sola Vaca Norte A 4EF,42-507-33310,,L8,8/7/20,8:00,8/7/20,9:07,Between Stages,Operating,Well Swap,Wireline finishing perf run/ well swap,67,
Sola Vaca Norte A 4EF,42-507-33310,22,L8,8/7/20,9:07,8/7/20,10:19,,Operating,Pumping,Good stage all propp placed,72,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/7/20,10:19,8/7/20,10:48,Between Stages,Operating,Perforating Run,Finishing perf run,29,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/7/20,10:48,8/7/20,11:03,Between Stages,Operating,Well Swap,,15,
Sola Vaca Norte A 5EF,42-507-33355,22,L8,8/7/20,11:03,8/7/20,12:13,,Operating,Pumping,Good stage all propp placed,70,
Sola Vaca Norte A 6EF,42-507-33356,,L8,8/7/20,12:13,8/7/20,13:01,Between Stages,Operating,Wireline,Finishing up perf run,48,
Sola Vaca Norte A 6EF,42-507-33356,,L8,8/7/20,13:01,8/7/20,13:12,Between Stages,Operating,Well Swap,,11,
Sola Vaca Norte A 6EF,42-507-33356,22,L8,8/7/20,13:12,8/7/20,14:17,,Operating,Pumping,Good stage all propp placed,65,
Sola Vaca Norte A 4EF,42-507-33310,,L8,8/7/20,14:17,8/7/20,14:50,Between Stages,Operating,Wireline,Finishing up perf run,33,
Sola Vaca Norte A 4EF,42-507-33310,,L8,8/7/20,14:50,8/7/20,15:07,Between Stages,Operating,Well Swap,,17,
Sola Vaca Norte A 4EF,42-507-33310,23,L8,8/7/20,15:07,8/7/20,16:15,,Operating,Pumping,Good stage all propp placed,68,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/7/20,16:15,8/7/20,16:40,Between Stages,Operating,Wireline,Finishing up perf run,25,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/7/20,16:40,8/7/20,16:49,Between Stages,Operating,Well Swap,,9,
Sola Vaca Norte A 5EF,42-507-33355,23,L8,8/7/20,16:49,8/7/20,17:30,,Operating,Pumping,,41,
Sola Vaca Norte A 5EF,42-507-33355,23,L9,8/7/20,17:30,8/7/20,17:55,,Operating,Pumping,"Shift change, All prop placed",25,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/7/20,17:55,8/7/20,19:04,Between Stages,Operating,Wireline,Finishing up perf run,69,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/7/20,19:04,8/7/20,19:09,Between Stages,Operating,Equalizing,,5,
Sola Vaca Norte A 6EF,42-507-33356,23,L9,8/7/20,19:09,8/7/20,20:13,,Operating,Pumping,"All prop placed, good stage",64,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/7/20,20:13,8/7/20,20:30,Between Stages,Operating,Well Swap,,17,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/7/20,20:30,8/7/20,20:35,Between Stages,Operating,Equalizing,,5,
Sola Vaca Norte A 4EF,42-507-33310,24,L9,8/7/20,20:35,8/7/20,21:40,,Operating,Pumping,"All prop placed, good stage",65,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/7/20,21:40,8/7/20,22:01,Between Stages,Operating,Well Swap,,21,
Sola Vaca Norte A 5EF,42-507-33355,24,L9,8/7/20,22:01,8/7/20,23:08,,Operating,Pumping,"All prop placed, good stage",67,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/7/20,23:08,8/7/20,23:32,Between Stages,Operating,Well Swap,,24,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/7/20,23:32,8/7/20,23:38,Between Stages,Operating,Equalizing,,6,
Sola Vaca Norte A 6EF,42-507-33356,24,L9,8/7/20,23:38,8/8/20,0:45,,Operating,Pumping,"All prop placed, good stage",67,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/8/20,0:45,8/8/20,0:59,Between Stages,Operating,Well Swap,,14,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/8/20,0:59,8/8/20,1:06,Between Stages,Operating,Equalizing,,7,
Sola Vaca Norte A 4EF,42-507-33310,25,L9,8/8/20,1:06,8/8/20,2:10,,Operating,Pumping,"All prop placed, good stage",64,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/8/20,2:10,8/8/20,2:40,Between Stages,Operating,Wireline,Finishing up perf run,30,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/8/20,2:40,8/8/20,2:43,Between Stages,Operating,Equalizing,,3,
Sola Vaca Norte A 5EF,42-507-33355,25,L9,8/8/20,2:43,8/8/20,3:46,,Operating,Pumping,"All prop placed, good stage",63,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/8/20,3:46,8/8/20,4:48,Between Stages,Operating,Wireline,Wireline finishing perf run/ well swap. Restarted DV PC's / backside equipment.,62,
Sola Vaca Norte A 6EF,42-507-33356,25,L9,8/8/20,4:48,8/8/20,5:30,,Operating,Pumping,,42,
Sola Vaca Norte A 6EF,42-507-33356,25,L8,8/8/20,5:30,8/8/20,5:58,,Operating,Pumping,Stage pumped to completion all propp placed,28,
Sola Vaca Norte A 4EF,42-507-33310,,L8,8/8/20,5:58,8/8/20,7:32,Between Stages,Operating,Re-Head/Grease-Scheduled,,94,
Sola Vaca Norte A 4EF,42-507-33310,,L8,8/8/20,7:32,8/8/20,7:37,Between Stages,Operating,Equalizing,,5,
Sola Vaca Norte A 4EF,42-507-33310,26,L8,8/8/20,7:37,8/8/20,8:43,,Operating,Pumping,"All prop placed, good stage",66,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/8/20,8:43,8/8/20,9:13,Between Stages,Operating,Wireline,Wirline finishing up perf run,30,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/8/20,9:13,8/8/20,9:28,Between Stages,Operating,Well Swap,,15,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/8/20,9:28,8/8/20,9:47,Between Stages,NPT_Operations,Pump Maintenance,FP18-packing hole 2;FP33-packing hole 3;swapped FP52 for FP42;,19,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/8/20,9:47,8/8/20,10:00,Between Stages,Operating,Prime and Test,,13,
Sola Vaca Norte A 5EF,42-507-33355,26,L8,8/8/20,10:00,8/8/20,11:03,,Operating,Pumping,"All prop placed, good stage",63,
Sola Vaca Norte A 6EF,42-507-33356,,L8,8/8/20,11:03,8/8/20,11:18,Between Stages,Operating,Wireline,Finishing up perf run,15,
Sola Vaca Norte A 6EF,42-507-33356,,L8,8/8/20,11:18,8/8/20,11:26,Between Stages,Operating,Equalizing,,8,
Sola Vaca Norte A 6EF,42-507-33356,26,L8,8/8/20,11:26,8/8/20,12:32,,Operating,Pumping,"All prop placed, good stage",66,
Sola Vaca Norte A 4EF,42-507-33310,,L8,8/8/20,12:32,8/8/20,13:03,Between Stages,Operating,Wireline,Wirline finishing up perf run,31,
Sola Vaca Norte A 4EF,42-507-33310,,L8,8/8/20,13:03,8/8/20,13:17,Between Stages,Operating,Prime and Test,,14,
Sola Vaca Norte A 4EF,42-507-33310,27,L8,8/8/20,13:17,8/8/20,14:16,,Operating,Pumping,"All prop placed, good stage",59,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/8/20,14:16,8/8/20,14:47,Between Stages,Operating,Wireline,Wirline finishing up perf run,31,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/8/20,14:47,8/8/20,15:00,Between Stages,Operating,Equalizing,,13,
Sola Vaca Norte A 5EF,42-507-33355,27,L8,8/8/20,15:00,8/8/20,16:00,,Operating,Pumping,"All prop placed, good stage",60,
Sola Vaca Norte A 6EF,42-507-33356,,L8,8/8/20,16:00,8/8/20,16:52,Between Stages,Operating,Wireline,Wirline finishing up perf run/Rebooted DV PC's,52,
Sola Vaca Norte A 6EF,42-507-33356,,L8,8/8/20,16:52,8/8/20,16:59,Between Stages,Operating,Equalizing,,7,
Sola Vaca Norte A 6EF,42-507-33356,27,L8,8/8/20,16:59,8/8/20,17:30,,Operating,Pumping,"All prop placed, good stage",31,
Sola Vaca Norte A 6EF,42-507-33356,27,L9,8/8/20,17:30,8/8/20,17:59,,Operating,Pumping,"Shift change, All prop placed",29,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/8/20,17:59,8/8/20,19:00,Between Stages,Operating,Wireline,FP38 and FP30 v/s,61,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/8/20,19:00,8/8/20,19:06,Between Stages,Operating,Prime and Test,,6,
Sola Vaca Norte A 4EF,42-507-33310,28,L9,8/8/20,19:06,8/8/20,20:09,,Operating,Pumping,"FP80 packing hole 4 and 5, All prop placed",63,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/8/20,20:09,8/8/20,20:24,Between Stages,Operating,Well Swap,,15,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/8/20,20:24,8/8/20,20:35,Between Stages,Operating,Prime and Test,,11,
Sola Vaca Norte A 5EF,42-507-33355,28,L9,8/8/20,20:35,8/8/20,21:33,,Operating,Pumping,"All prop placed, good stage",58,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/8/20,21:33,8/8/20,22:06,Between Stages,Operating,Wireline,Finishing perf run,33,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/8/20,22:06,8/8/20,22:13,Between Stages,Operating,Equalizing,,7,
Sola Vaca Norte A 6EF,42-507-33356,28,L9,8/8/20,22:13,8/8/20,23:24,,Operating,Pumping,"All prop placed, good stage",71,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/8/20,23:24,8/8/20,23:40,Between Stages,Operating,Well Swap,,16,
Sola Vaca Norte A 4EF,42-507-33310,29,L9,8/8/20,23:40,8/9/20,0:38,,Operating,Pumping,"FP6 packing hole 2, all prop placed",58,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/9/20,0:38,8/9/20,1:13,Between Stages,Operating,Well Swap,,35,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/9/20,1:13,8/9/20,1:34,Between Stages,NPT_Operations,Pump Maintenance,"FP10 v/s, FP6 Packing, FP80 packing hole 4&5",21,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/9/20,1:34,8/9/20,1:46,Between Stages,Operating,Prime and Test,,12,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/9/20,1:46,8/9/20,1:50,Between Stages,NPT_Operations,Iron,Replaced 2 to 1 ,4,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/9/20,1:50,8/9/20,1:59,Between Stages,Operating,Prime and Test,,9,
Sola Vaca Norte A 5EF,42-507-33355,29,L9,8/9/20,1:59,8/9/20,2:55,,Operating,Pumping,"All prop placed, good stage",56,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/9/20,2:55,8/9/20,3:09,Between Stages,Operating,Well Swap,,14,
Sola Vaca Norte A 6EF,42-507-33356,29,L9,8/9/20,3:09,8/9/20,4:08,,Operating,Pumping,"FP19 v/s, all prop placed",59,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/9/20,4:08,8/9/20,5:30,Between Stages,Operating,Grease-Full-Scheduled ,,82,
Sola Vaca Norte A 4EF,42-507-33310,,L8,8/9/20,5:30,8/9/20,6:02,Between Stages,Operating,Grease-Full-Scheduled ,Rebooted DV PCs/ backside equipment ,32,
Sola Vaca Norte A 4EF,42-507-33310,,L8,8/9/20,6:02,8/9/20,6:13,Between Stages,Operating,Prime and Test,,11,
Sola Vaca Norte A 4EF,42-507-33310,30,L8,8/9/20,6:13,8/9/20,7:15,,Operating,Pumping,"All prop placed, good stage",62,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/9/20,7:15,8/9/20,7:34,Between Stages,Operating,Wireline,Finishing perf run,19,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/9/20,7:34,8/9/20,7:59,Between Stages,Operating,Prime and Test,,25,
Sola Vaca Norte A 5EF,42-507-33355,30,L8,8/9/20,7:59,8/9/20,8:20,,Operating,Pumping,Began having issues reading chemical concentrations on Solaris software.,21,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/9/20,8:20,8/9/20,8:55,During Stage,NPT_Third_Party,Chemicals-Fluid,"Solaris having issues reading chemicals (FR) laptop keeping concentration, as per IPT flushed well so that Solaris can address issue before proceeding with the stage. ",35,
Sola Vaca Norte A 5EF,42-507-33355,30,L8,8/9/20,8:55,8/9/20,9:45,,Operating,Pumping,"Continued pumping , all prop placed.",50,
Sola Vaca Norte A 6EF,42-507-33356,,L8,8/9/20,9:45,8/9/20,10:12,Between Stages,Operating,Well Swap,,27,
Sola Vaca Norte A 6EF,42-507-33356,,L8,8/9/20,10:12,8/9/20,10:21,Between Stages,Operating,Prime and Test,,9,
Sola Vaca Norte A 6EF,42-507-33356,30,L8,8/9/20,10:21,8/9/20,11:34,,Operating,Pumping,"As per IPT a step-down procedure was requested, All prop placed, good stage",73,
Sola Vaca Norte A 4EF,42-507-33310,,L8,8/9/20,11:34,8/9/20,11:43,Between Stages,Operating,Well Swap,,9,
Sola Vaca Norte A 4EF,42-507-33310,,L8,8/9/20,11:43,8/9/20,11:55,Between Stages,Operating,Prime and Test,,12,
Sola Vaca Norte A 4EF,42-507-33310,31,L8,8/9/20,11:55,8/9/20,13:04,,Operating,Pumping,"As per IPT a step-down procedure was requested, All prop placed, good stage",69,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/9/20,13:04,8/9/20,13:28,Between Stages,Operating,Wireline,Finishing perf run/Rebooted DV PC's,24,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/9/20,13:28,8/9/20,13:37,Between Stages,Operating,Prime and Test,,9,
Sola Vaca Norte A 5EF,42-507-33355,31,L8,8/9/20,13:37,8/9/20,14:44,,Operating,Pumping,"As per IPT a step-down procedure was requested, All prop placed, good stage",67,
Sola Vaca Norte A 6EF,42-507-33356,,L8,8/9/20,14:44,8/9/20,15:06,Between Stages,Operating,Wireline,Finishing perf run,22,
Sola Vaca Norte A 6EF,42-507-33356,,L8,8/9/20,15:06,8/9/20,15:22,Between Stages,Operating,Prime and Test,,16,
Sola Vaca Norte A 6EF,42-507-33356,31,L8,8/9/20,15:22,8/9/20,16:31,,Operating,Pumping,"As per IPT a step-down procedure was requested, All prop placed, good stage",69,
Sola Vaca Norte A 4EF,42-507-33310,,L8,8/9/20,16:31,8/9/20,17:09,Between Stages,Operating,Wireline,Finishing perf run,38,
Sola Vaca Norte A 4EF,42-507-33310,,L8,8/9/20,17:09,8/9/20,17:30,Between Stages,Operating,Well Swap,Well Swap and Swapping to blender 5,21,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/9/20,17:30,8/9/20,17:35,Between Stages,Operating,Prime and Test,Shift change,5,
Sola Vaca Norte A 4EF,42-507-33310,32,L9,8/9/20,17:35,8/9/20,18:35,,Operating,Pumping,"All prop placed, good stage",60,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/9/20,18:35,8/9/20,18:46,Between Stages,Operating,Well Swap,,11,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/9/20,18:46,8/9/20,18:53,Between Stages,Operating,Prime and Test,,7,
Sola Vaca Norte A 5EF,42-507-33355,32,L9,8/9/20,18:53,8/9/20,19:58,,Operating,Pumping,"All prop placed, good stage",65,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/9/20,19:58,8/9/20,20:23,Between Stages,Operating,Well Swap,,25,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/9/20,20:23,8/9/20,20:32,Between Stages,Operating,Prime and Test,,9,
Sola Vaca Norte A 6EF,42-507-33356,32,L9,8/9/20,20:32,8/9/20,21:42,,Operating,Pumping,"Blender tub was lost during 3.5 ppg, shutdown to get tub back and continued frac. Tub was able to be maintain remainder of stage.  All prop placed",70,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/9/20,21:42,8/9/20,21:54,Between Stages,Operating,Well Swap,,12,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/9/20,21:54,8/9/20,22:05,Between Stages,Operating,Prime and Test,,11,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/9/20,22:05,8/9/20,22:15,Between Stages,Operating,Wireline,Wireline dropping ball,10,
Sola Vaca Norte A 4EF,42-507-33310,33,L9,8/9/20,22:15,8/9/20,23:33,,Operating,Pumping,"Blender tub was lost again during 3.25 ppg, shutdown to get tub back and continued frac. Tub was able to be maintain remainder of stage.  All prop placed",78,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/9/20,23:33,8/9/20,23:58,Between Stages,Operating,Well Swap,Mechaincs clean bottom of probe holder,25,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/9/20,23:58,8/10/20,0:06,Between Stages,Operating,Prime and Test,,8,
Sola Vaca Norte A 5EF,42-507-33355,33,L9,8/10/20,0:06,8/10/20,1:09,,Operating,Pumping,"Blender tub was lost 3rd time during 3.5 ppg, total clean 3370. Shutdown to get tub back and continued frac. Tub was able to be maintain remainder of stage.  All prop placed",63,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/10/20,1:09,8/10/20,1:32,Between Stages,Operating,Well Swap,Swtiched to BL9,23,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/10/20,1:32,8/10/20,1:37,Between Stages,Operating,Equalizing,,5,
Sola Vaca Norte A 6EF,42-507-33356,33,L9,8/10/20,1:37,8/10/20,2:39,,Operating,Pumping,3rd party struggled gettting acid valve open. FP41packing hole 3,62,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/10/20,2:39,8/10/20,4:10,Between Stages,Operating,Grease-Full-Scheduled ,Rebooted DV PCs/ backside equipment ,91,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/10/20,4:10,8/10/20,4:20,Between Stages,Operating,Prime and Test,,10,
Sola Vaca Norte A 4EF,42-507-33310,34,L9,8/10/20,4:20,8/10/20,5:18,,Operating,Pumping,FP41 packing hole 3,58,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/10/20,5:18,8/10/20,5:30,Between Stages,Operating,Well Swap,,12,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/10/20,5:30,8/10/20,5:48,Between Stages,Operating,Well Swap,shift change,18,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/10/20,5:48,8/10/20,5:57,Between Stages,NPT_Wireline,Wireline Truck,finishing well swap,9,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/10/20,5:57,8/10/20,6:09,Between Stages,Operating,Prime and Test,,12,
Sola Vaca Norte A 5EF,42-507-33355,34,L8,8/10/20,6:09,8/10/20,7:04,,Operating,Pumping,"All prop placed, good stage",55,
Sola Vaca Norte A 6EF,42-507-33356,,L8,8/10/20,7:04,8/10/20,8:03,Between Stages,Operating,Wireline,Finishing perf run,59,
Sola Vaca Norte A 6EF,42-507-33356,,L8,8/10/20,8:03,8/10/20,8:12,Between Stages,Operating,Well Swap,,9,
Sola Vaca Norte A 6EF,42-507-33356,,L8,8/10/20,8:12,8/10/20,8:19,Between Stages,Operating,Prime and Test,,7,
Sola Vaca Norte A 6EF,42-507-33356,34,L8,8/10/20,8:19,8/10/20,9:23,,Operating,Pumping,"All prop placed, good stage",64,
Sola Vaca Norte A 4EF,42-507-33310,,L8,8/10/20,9:23,8/10/20,9:48,Between Stages,Operating,Wireline,Finishing perf run,25,
Sola Vaca Norte A 4EF,42-507-33310,,L8,8/10/20,9:48,8/10/20,10:15,Between Stages,Operating,Well Swap,,27,
Sola Vaca Norte A 4EF,42-507-33310,35,L8,8/10/20,10:15,8/10/20,11:21,,Operating,Pumping,"As per IPT a step-down procedure was requested, All prop placed, good stage",66,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/10/20,11:21,8/10/20,11:30,Between Stages,Operating,Well Swap,,9,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/10/20,11:30,8/10/20,12:37,Between Stages,NPT_Third_Party,Waiting on Sand,Waiting for proppant/Rebooted DV PC's,67,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/10/20,12:37,8/10/20,12:43,Between Stages,Operating,Equalizing,,6,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/10/20,12:43,8/10/20,12:50,During Stage,NPT_Etechs,Blender,Blender communicaton lost.,7,
Sola Vaca Norte A 5EF,42-507-33355,35,L8,8/10/20,12:50,8/10/20,13:46,,Operating,Pumping,"All prop placed, good stage",56,
Sola Vaca Norte A 6EF,42-507-33356,,L8,8/10/20,13:46,8/10/20,13:54,Between Stages,Operating,Well Swap,,8,
Sola Vaca Norte A 6EF,42-507-33356,35,L8,8/10/20,13:54,8/10/20,14:56,,Operating,Pumping,"All prop placed, good stage",62,
Sola Vaca Norte A 4EF,42-507-33310,,L8,8/10/20,14:56,8/10/20,15:08,Between Stages,Operating,Well Swap,,12,
Sola Vaca Norte A 4EF,42-507-33310,36,L8,8/10/20,15:08,8/10/20,16:22,,Operating,Pumping,"As per IPT a step-down procedure was requested, All prop placed, good stage",74,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/10/20,16:22,8/10/20,16:40,Between Stages,Operating,Well Swap,,18,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/10/20,16:40,8/10/20,17:11,Between Stages,NPT_Third_Party,Waiting on Sand,Waiting on proppant 40/70 ,31,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/10/20,17:11,8/10/20,17:16,Between Stages,Operating,Prime and Test,,5,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/10/20,17:16,8/10/20,17:30,Between Stages,NPT_Third_Party,Waiting on Sand,Waiting on proppant 40/70 ,14,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/10/20,17:30,8/10/20,18:12,Between Stages,NPT_Third_Party,Waiting on Sand,,42,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/10/20,18:12,8/10/20,18:19,Between Stages,Operating,Equalizing,,7,
Sola Vaca Norte A 5EF,42-507-33355,36,L9,8/10/20,18:19,8/10/20,19:22,,Operating,Pumping,"Per IPT step down test was done, All prop placed",63,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/10/20,19:22,8/10/20,19:42,Between Stages,Operating,Well Swap,,20,
Sola Vaca Norte A 6EF,42-507-33356,36,L9,8/10/20,19:42,8/10/20,20:48,,Operating,Pumping,"Per IPT step down test was done, All prop placed",66,
